Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
insta-bed Neverflat Air Mattress,201612,0,1.98,0
GolfBuddy VT3 GPS Watch,201612,0,0.95,0
Merrell Women's Grassbow Sport Waterproof Hik,201612,0,2.33,0
Titleist Small Wheeled Travel Cover,201612,0,1.13,0
Polar Loop Activity Tracker,201612,0,1.4,0
Pelican Maverick 100X Kayak,201612,0,0.7,0
Garmin Approach S4 Golf GPS Watch,201612,0,1.9,0
Total Gym 1400,201612,0,0.25,0
Garmin Forerunner 910XT GPS Watch,201612,0,0.65,0
Titleist Club Glove Travel Cover,201612,0,2.27,0
GoPro HERO3+ Black Edition Camera,201612,0,1.53,0
Diamondback Boys' Insight 24 Performance Hybr,201612,0,0.34,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201612,0,1.44,0
Stiga Master Series ST3100 Competition Indoor,201612,0,2.1,0
SOLE E35 Elliptical,201612,4,2.26,9.04
Bushnell Pro X7 Jolt Slope Rangefinder,201612,26,1.98,51.48
SOLE E25 Elliptical,201612,26,0.22,5.84
Bowflex SelectTech 1090 Dumbbells,201612,33,1.99,65.61
Perfect Fitness Perfect Rip Deck,201611,411,1.59,654.61
Nike Men's Dri-FIT Victory Golf Polo,201611,248,0.5,124.4
O'Brien Men's Neoprene Life Vest,201611,438,1.35,589.71
Nike Men's Free 5.0+ Running Shoe,201611,262,2.18,572.11
Under Armour Girls' Toddler Spine Surge Runni,201611,113,0.61,68.8
Nike Men's CJ Elite 2 TD Football Cleat,201611,166,0.32,52.46
Field & Stream Sportsman 16 Gun Fire Safe,201611,81,1.49,120.56
Pelican Sunstream 100 Kayak,201611,121,0.68,81.86
Diamondback Women's Serene Classic Comfort Bi,201611,149,0.98,145.62
ENO Atlas Hammock Straps,201611,5,1.42,7.12
Nike Men's Comfort 2 Slide,201611,0,1.4,0
adidas Youth Germany Black/Red Away Match Soc,201611,0,0.51,0
Team Golf St. Louis Cardinals Putter Grip,201611,6,0.9,5.39
LIJA Women's Eyelet Sleeveless Golf Polo,201611,15,1.6,24.06
adidas Men's F10 Messi TRX FG Soccer Cleat,201611,2,0.84,1.68
Glove It Women's Imperial Golf Glove,201611,5,0.15,0.75
Glove It Imperial Golf Towel,201611,5,0.1,0.51
Bridgestone e6 Straight Distance NFL Carolina,201611,8,0.73,5.84
Glove It Women's Mod Oval 3-Zip Carry All Gol,201611,8,1.25,10.01
Columbia Men's PFG Anchor Tough T-Shirt,201611,11,1.53,16.83
Under Armour Women's Ignite Slide,201611,0,1.8,0
Team Golf Tennessee Volunteers Putter Grip,201611,14,0.55,7.66
Titleist Pro V1x High Numbers Personalized Go,201611,12,0.49,5.82
Nike Men's Deutschland Weltmeister Winners Bl,201611,0,0.34,0
Bridgestone e6 Straight Distance NFL San Dieg,201611,3,0.28,0.85
Nike Women's Tempo Shorts,201611,3,0.77,2.31
Team Golf Texas Longhorns Putter Grip,201611,0,1.65,0
Hirzl Women's Soffft Flex Golf Glove,201611,1,1.29,1.29
Clicgear 8.0 Shoe Brush,201611,13,1.33,17.25
Hirzl Women's Hybrid Golf Glove,201611,0,2.32,0
Team Golf Pittsburgh Steelers Putter Grip,201611,9,1.42,12.78
Top Flite Women's 2017 XL Hybrid,201611,10,0.59,5.89
Glove It Urban Brick Golf Towel,201611,0,1.42,0
Nike Dri-FIT Crew Sock 6 Pack,201611,4,1.72,6.88
TYR Boys' Team Digi Jammer,201611,1,0.13,0.13
Team Golf San Francisco Giants Putter Grip,201611,3,1.84,5.51
Clicgear Rovic Cooler Bag,201611,0,0.13,0
Hirzl Men's Hybrid Golf Glove,201611,0,2.17,0
Titleist Pro V1x Golf Balls,201611,17,2.18,37.13
adidas Men's Germany Black Crest Away Tee,201611,4,1.22,4.88
Titleist Pro V1 High Numbers Personalized Gol,201611,2,1.72,3.43
Under Armour Women's Micro G Skulpt Running S,201611,12,1.47,17.65
Under Armour Hustle Storm Medium Duffle Bag,201611,6,0.14,0.86
Under Armour Women's Ignite PIP VI Slide,201611,4,2.34,9.36
Bag Boy Beverage Holder,201611,0,1.69,0
Under Armour Men's Tech II T-Shirt,201611,0,1.62,0
Team Golf New England Patriots Putter Grip,201611,0,1.43,0
Under Armour Men's Compression EV SL Slide,201611,0,0.93,0
Bridgestone e6 Straight Distance NFL Tennesse,201611,1,1.96,1.96
Glove It Women's Mod Oval Golf Glove,201611,2,0.36,0.72
Titleist Pro V1x High Numbers Golf Balls,201611,8,1.33,10.65
Nike Women's Legend V-Neck T-Shirt,201611,4,0.4,1.61
Under Armour Kids' Mercenary Slide,201611,0,1.76,0
adidas Kids' F5 Messi FG Soccer Cleat,201611,5,1.21,6.03
Children's heaters,201611,0,0.62,0
Web Camera,201611,0,2.06,0
Dell Laptop,201611,21,1.61,33.86
Porcelain crafts,201611,0,0.14,0
Sports Books,201611,0,2.17,0
DVDs,201611,0,1.56,0
Industrial consumer electronics,201611,0,1.24,0
Fighting video games,201611,0,0.43,0
Summer dresses,201611,0,0.65,0
Lawn mower,201611,0,0.45,0
Adult dog supplies,201611,0,1.2,0
Rock music,201611,0,1.09,0
Elevation Training Mask 2.0,201611,0,1.68,0
LIJA Women's Mid-Length Panel Golf Shorts,201611,0,1.99,0
Toys,201611,0,1.13,0
Brooks Women's Ghost 6 Running Shoe,201611,0,0.49,0
Bag Boy M330 Push Cart,201611,0,0.3,0
Merrell Women's Grassbow Sport Hiking Shoe,201611,0,0.21,0
Nike Men's Free TR 5.0 TB Training Shoe,201611,0,0.68,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201611,0,0.61,0
First aid kit,201611,0,1.3,0
CDs of rock,201611,0,0.67,0
Polar FT4 Heart Rate Monitor,201611,0,2.2,0
LIJA Women's Argyle Golf Polo,201611,0,2.17,0
TaylorMade White Smoke IN-12 Putter,201611,0,1.21,0
Fitbit The One Wireless Activity & Sleep Trac,201611,0,0.65,0
Nike Kids' Grade School KD VI Basketball Shoe,201611,0,1.41,0
The North Face Women's Recon Backpack,201611,0,1.27,0
Smart watch,201611,0,1.69,0
Baby sweater,201611,0,0.26,0
MDGolf Pittsburgh Penguins Putter,201611,0,1.15,0
Men's gala suit,201611,0,1.2,0
Merrell Men's All Out Flash Trail Running Sho,201611,0,1.61,0
Garmin Approach S3 Golf GPS Watch,201611,0,2.05,0
LIJA Women's Button Golf Dress,201611,0,0.92,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201611,0,2.21,0
Merrell Women's Siren Mid Waterproof Hiking B,201611,0,2.14,0
TaylorMade Women's RBZ SL Rescue,201611,0,2.15,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201611,0,2.23,0
TaylorMade 2017 Purelite Stand Bag,201611,0,0.47,0
Cleveland Golf Collegiate My Custom Wedge 588,201611,0,1.48,0
adidas Brazuca 2017 Official Match Ball,201611,0,2.1,0
Nike Men's Fingertrap Max Training Shoe,201611,0,0.46,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201611,0,1.73,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201611,0,0.36,0
Ogio Race Golf Shoes,201611,0,0.16,0
insta-bed Neverflat Air Mattress,201611,0,1.99,0
GolfBuddy VT3 GPS Watch,201611,0,0.82,0
Merrell Women's Grassbow Sport Waterproof Hik,201611,0,1.96,0
Titleist Small Wheeled Travel Cover,201611,0,1.55,0
Polar Loop Activity Tracker,201611,0,1.44,0
Pelican Maverick 100X Kayak,201611,0,1.26,0
Garmin Approach S4 Golf GPS Watch,201611,0,2.19,0
Total Gym 1400,201611,0,0.4,0
Garmin Forerunner 910XT GPS Watch,201611,0,0.24,0
Titleist Club Glove Travel Cover,201611,0,1.8,0
GoPro HERO3+ Black Edition Camera,201611,0,0.97,0
Diamondback Boys' Insight 24 Performance Hybr,201611,0,0.32,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201611,0,0.99,0
Stiga Master Series ST3100 Competition Indoor,201611,0,2.09,0
SOLE E35 Elliptical,201611,5,2.18,10.88
Bushnell Pro X7 Jolt Slope Rangefinder,201611,4,0.65,2.6
SOLE E25 Elliptical,201611,3,1.79,5.37
Bowflex SelectTech 1090 Dumbbells,201611,21,1.49,31.35
Perfect Fitness Perfect Rip Deck,201610,12,1.36,16.32
Nike Men's Dri-FIT Victory Golf Polo,201610,251,2.07,519.73
O'Brien Men's Neoprene Life Vest,201610,135,0.72,97.47
Nike Men's Free 5.0+ Running Shoe,201610,148,1.48,218.85
Under Armour Girls' Toddler Spine Surge Runni,201610,244,1.28,312.59
Nike Men's CJ Elite 2 TD Football Cleat,201610,182,0.78,141.36
Field & Stream Sportsman 16 Gun Fire Safe,201610,112,1.63,182.63
Pelican Sunstream 100 Kayak,201610,79,1.6,126.57
Diamondback Women's Serene Classic Comfort Bi,201610,2,1.53,3.05
ENO Atlas Hammock Straps,201610,6,2.12,12.74
Nike Men's Comfort 2 Slide,201610,4,1.8,7.19
adidas Youth Germany Black/Red Away Match Soc,201610,0,2.07,0
Team Golf St. Louis Cardinals Putter Grip,201610,15,2.06,30.9
LIJA Women's Eyelet Sleeveless Golf Polo,201610,0,1.91,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201610,8,1.96,15.72
Glove It Women's Imperial Golf Glove,201610,13,2.15,27.96
Glove It Imperial Golf Towel,201610,3,0.35,1.04
Bridgestone e6 Straight Distance NFL Carolina,201610,13,2.25,29.25
Glove It Women's Mod Oval 3-Zip Carry All Gol,201610,0,1.37,0
Columbia Men's PFG Anchor Tough T-Shirt,201610,23,1.89,43.52
Under Armour Women's Ignite Slide,201610,6,1.9,11.4
Team Golf Tennessee Volunteers Putter Grip,201610,3,1.83,5.48
Titleist Pro V1x High Numbers Personalized Go,201610,4,0.5,1.99
Nike Men's Deutschland Weltmeister Winners Bl,201610,22,0.67,14.67
Bridgestone e6 Straight Distance NFL San Dieg,201610,1,1.44,1.44
Nike Women's Tempo Shorts,201610,8,0.58,4.61
Team Golf Texas Longhorns Putter Grip,201610,3,0.43,1.28
Hirzl Women's Soffft Flex Golf Glove,201610,0,1.55,0
Clicgear 8.0 Shoe Brush,201610,0,1.37,0
Hirzl Women's Hybrid Golf Glove,201610,0,0.78,0
Team Golf Pittsburgh Steelers Putter Grip,201610,3,0.5,1.51
Top Flite Women's 2017 XL Hybrid,201610,0,1.49,0
Glove It Urban Brick Golf Towel,201610,11,1.16,12.73
Nike Dri-FIT Crew Sock 6 Pack,201610,12,2.23,26.74
TYR Boys' Team Digi Jammer,201610,5,1.02,5.1
Team Golf San Francisco Giants Putter Grip,201610,14,0.41,5.79
Clicgear Rovic Cooler Bag,201610,30,1.85,55.48
Hirzl Men's Hybrid Golf Glove,201610,3,1.56,4.69
Titleist Pro V1x Golf Balls,201610,1,1.25,1.25
adidas Men's Germany Black Crest Away Tee,201610,5,1.15,5.76
Titleist Pro V1 High Numbers Personalized Gol,201610,1,1.35,1.35
Under Armour Women's Micro G Skulpt Running S,201610,29,0.41,12.02
Under Armour Hustle Storm Medium Duffle Bag,201610,6,2.09,12.53
Under Armour Women's Ignite PIP VI Slide,201610,4,0.18,0.71
Bag Boy Beverage Holder,201610,2,1.08,2.16
Under Armour Men's Tech II T-Shirt,201610,0,1.79,0
Team Golf New England Patriots Putter Grip,201610,3,0.92,2.76
Under Armour Men's Compression EV SL Slide,201610,27,2.28,61.55
Bridgestone e6 Straight Distance NFL Tennesse,201610,2,2.12,4.23
Glove It Women's Mod Oval Golf Glove,201610,12,1.3,15.57
Titleist Pro V1x High Numbers Golf Balls,201610,22,1.86,40.88
Nike Women's Legend V-Neck T-Shirt,201610,8,2.29,18.34
Under Armour Kids' Mercenary Slide,201610,8,1.69,13.51
adidas Kids' F5 Messi FG Soccer Cleat,201610,0,0.69,0
Children's heaters,201610,0,1.94,0
Web Camera,201610,0,1.82,0
Dell Laptop,201610,14,1.59,22.29
Porcelain crafts,201610,0,0.61,0
Sports Books,201610,0,1.08,0
DVDs,201610,0,0.26,0
Industrial consumer electronics,201610,0,0.13,0
Fighting video games,201610,0,2.07,0
Summer dresses,201610,0,0.79,0
Lawn mower,201610,0,0.44,0
Adult dog supplies,201610,0,2.21,0
Rock music,201610,0,0.12,0
Elevation Training Mask 2.0,201610,0,0.72,0
LIJA Women's Mid-Length Panel Golf Shorts,201610,0,1.21,0
Toys,201610,0,1.02,0
Brooks Women's Ghost 6 Running Shoe,201610,0,1.55,0
Bag Boy M330 Push Cart,201610,0,1.89,0
Merrell Women's Grassbow Sport Hiking Shoe,201610,0,1.85,0
Nike Men's Free TR 5.0 TB Training Shoe,201610,0,0.13,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201610,0,0.67,0
First aid kit,201610,0,1.01,0
CDs of rock,201610,0,1.35,0
Polar FT4 Heart Rate Monitor,201610,0,0.52,0
LIJA Women's Argyle Golf Polo,201610,0,0.38,0
TaylorMade White Smoke IN-12 Putter,201610,0,1.46,0
Fitbit The One Wireless Activity & Sleep Trac,201610,0,0.88,0
Nike Kids' Grade School KD VI Basketball Shoe,201610,0,0.85,0
The North Face Women's Recon Backpack,201610,0,0.2,0
Smart watch,201610,0,1.07,0
Baby sweater,201610,0,2.34,0
MDGolf Pittsburgh Penguins Putter,201610,0,1.92,0
Men's gala suit,201610,0,1.96,0
Merrell Men's All Out Flash Trail Running Sho,201610,0,1.72,0
Garmin Approach S3 Golf GPS Watch,201610,0,1.41,0
LIJA Women's Button Golf Dress,201610,0,1.21,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201610,0,0.25,0
Merrell Women's Siren Mid Waterproof Hiking B,201610,0,1.49,0
TaylorMade Women's RBZ SL Rescue,201610,0,0.96,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201610,0,1.2,0
TaylorMade 2017 Purelite Stand Bag,201610,0,1.79,0
Cleveland Golf Collegiate My Custom Wedge 588,201610,0,1.36,0
adidas Brazuca 2017 Official Match Ball,201610,0,0.59,0
Nike Men's Fingertrap Max Training Shoe,201610,0,1.36,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201610,0,2.17,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201610,0,2.24,0
Ogio Race Golf Shoes,201610,0,1.36,0
insta-bed Neverflat Air Mattress,201610,0,1.17,0
GolfBuddy VT3 GPS Watch,201610,0,0.29,0
Merrell Women's Grassbow Sport Waterproof Hik,201610,0,0.53,0
Titleist Small Wheeled Travel Cover,201610,0,2.05,0
Polar Loop Activity Tracker,201610,0,0.1,0
Pelican Maverick 100X Kayak,201610,0,1.84,0
Garmin Approach S4 Golf GPS Watch,201610,0,0.52,0
Total Gym 1400,201610,0,0.55,0
Garmin Forerunner 910XT GPS Watch,201610,0,1.01,0
Titleist Club Glove Travel Cover,201610,0,1.08,0
GoPro HERO3+ Black Edition Camera,201610,0,1.24,0
Diamondback Boys' Insight 24 Performance Hybr,201610,0,0.29,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201610,0,0.17,0
Stiga Master Series ST3100 Competition Indoor,201610,0,0.84,0
SOLE E35 Elliptical,201610,36,1.46,52.45
Bushnell Pro X7 Jolt Slope Rangefinder,201610,9,1.51,13.56
SOLE E25 Elliptical,201610,20,1.36,27.21
Bowflex SelectTech 1090 Dumbbells,201610,18,1.1,19.78
Perfect Fitness Perfect Rip Deck,201609,582,1.35,785.26
Nike Men's Dri-FIT Victory Golf Polo,201609,137,0.85,117.12
O'Brien Men's Neoprene Life Vest,201609,339,0.54,183.67
Nike Men's Free 5.0+ Running Shoe,201609,87,0.91,79.41
Under Armour Girls' Toddler Spine Surge Runni,201609,108,0.67,71.84
Nike Men's CJ Elite 2 TD Football Cleat,201609,34,1.88,63.92
Field & Stream Sportsman 16 Gun Fire Safe,201609,131,1.86,243.9
Pelican Sunstream 100 Kayak,201609,155,1.08,167.72
Diamondback Women's Serene Classic Comfort Bi,201609,42,1.18,49.67
ENO Atlas Hammock Straps,201609,0,0.53,0
Nike Men's Comfort 2 Slide,201609,18,0.59,10.67
adidas Youth Germany Black/Red Away Match Soc,201609,3,0.21,0.64
Team Golf St. Louis Cardinals Putter Grip,201609,10,1.22,12.24
LIJA Women's Eyelet Sleeveless Golf Polo,201609,1,1.88,1.88
adidas Men's F10 Messi TRX FG Soccer Cleat,201609,0,0.96,0
Glove It Women's Imperial Golf Glove,201609,0,0.61,0
Glove It Imperial Golf Towel,201609,1,1.01,1.01
Bridgestone e6 Straight Distance NFL Carolina,201609,1,1.83,1.83
Glove It Women's Mod Oval 3-Zip Carry All Gol,201609,11,1.13,12.48
Columbia Men's PFG Anchor Tough T-Shirt,201609,0,1.35,0
Under Armour Women's Ignite Slide,201609,12,2.31,27.67
Team Golf Tennessee Volunteers Putter Grip,201609,13,0.72,9.42
Titleist Pro V1x High Numbers Personalized Go,201609,4,2.02,8.08
Nike Men's Deutschland Weltmeister Winners Bl,201609,0,2.02,0
Bridgestone e6 Straight Distance NFL San Dieg,201609,3,1.33,3.99
Nike Women's Tempo Shorts,201609,0,0.3,0
Team Golf Texas Longhorns Putter Grip,201609,14,1.07,15.03
Hirzl Women's Soffft Flex Golf Glove,201609,0,1.43,0
Clicgear 8.0 Shoe Brush,201609,0,1.09,0
Hirzl Women's Hybrid Golf Glove,201609,0,2.27,0
Team Golf Pittsburgh Steelers Putter Grip,201609,1,1.31,1.31
Top Flite Women's 2017 XL Hybrid,201609,16,0.36,5.73
Glove It Urban Brick Golf Towel,201609,8,1.75,13.98
Nike Dri-FIT Crew Sock 6 Pack,201609,2,2.02,4.04
TYR Boys' Team Digi Jammer,201609,5,1.36,6.79
Team Golf San Francisco Giants Putter Grip,201609,0,1.52,0
Clicgear Rovic Cooler Bag,201609,0,0.98,0
Hirzl Men's Hybrid Golf Glove,201609,7,1.73,12.08
Titleist Pro V1x Golf Balls,201609,4,0.63,2.53
adidas Men's Germany Black Crest Away Tee,201609,0,2.03,0
Titleist Pro V1 High Numbers Personalized Gol,201609,0,2.29,0
Under Armour Women's Micro G Skulpt Running S,201609,4,1.96,7.84
Under Armour Hustle Storm Medium Duffle Bag,201609,1,1.72,1.72
Under Armour Women's Ignite PIP VI Slide,201609,0,1.67,0
Bag Boy Beverage Holder,201609,8,1.83,14.66
Under Armour Men's Tech II T-Shirt,201609,0,0.21,0
Team Golf New England Patriots Putter Grip,201609,2,1.43,2.87
Under Armour Men's Compression EV SL Slide,201609,1,2,2
Bridgestone e6 Straight Distance NFL Tennesse,201609,1,0.88,0.88
Glove It Women's Mod Oval Golf Glove,201609,4,0.55,2.2
Titleist Pro V1x High Numbers Golf Balls,201609,11,1.88,20.69
Nike Women's Legend V-Neck T-Shirt,201609,4,1.73,6.93
Under Armour Kids' Mercenary Slide,201609,0,1.88,0
adidas Kids' F5 Messi FG Soccer Cleat,201609,6,1.1,6.62
Children's heaters,201609,0,0.74,0
Web Camera,201609,0,0.52,0
Dell Laptop,201609,15,0.33,4.89
Porcelain crafts,201609,0,0.36,0
Sports Books,201609,0,0.54,0
DVDs,201609,0,1.75,0
Industrial consumer electronics,201609,0,0.81,0
Fighting video games,201609,0,0.1,0
Summer dresses,201609,0,1.07,0
Lawn mower,201609,0,0.88,0
Adult dog supplies,201609,0,0.26,0
Rock music,201609,0,0.82,0
Elevation Training Mask 2.0,201609,0,2.27,0
LIJA Women's Mid-Length Panel Golf Shorts,201609,0,0.45,0
Toys,201609,0,0.53,0
Brooks Women's Ghost 6 Running Shoe,201609,0,1.85,0
Bag Boy M330 Push Cart,201609,0,1.1,0
Merrell Women's Grassbow Sport Hiking Shoe,201609,0,0.17,0
Nike Men's Free TR 5.0 TB Training Shoe,201609,0,0.72,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201609,0,1.8,0
First aid kit,201609,0,0.58,0
CDs of rock,201609,0,1.34,0
Polar FT4 Heart Rate Monitor,201609,0,1.9,0
LIJA Women's Argyle Golf Polo,201609,0,0.73,0
TaylorMade White Smoke IN-12 Putter,201609,0,1.4,0
Fitbit The One Wireless Activity & Sleep Trac,201609,0,2.33,0
Nike Kids' Grade School KD VI Basketball Shoe,201609,0,1.23,0
The North Face Women's Recon Backpack,201609,0,0.95,0
Smart watch,201609,0,1.22,0
Baby sweater,201609,0,2,0
MDGolf Pittsburgh Penguins Putter,201609,0,0.94,0
Men's gala suit,201609,0,2.02,0
Merrell Men's All Out Flash Trail Running Sho,201609,0,0.65,0
Garmin Approach S3 Golf GPS Watch,201609,0,1.95,0
LIJA Women's Button Golf Dress,201609,0,1.22,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201609,0,1.15,0
Merrell Women's Siren Mid Waterproof Hiking B,201609,0,1.9,0
TaylorMade Women's RBZ SL Rescue,201609,0,1.34,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201609,0,0.4,0
TaylorMade 2017 Purelite Stand Bag,201609,0,1.95,0
Cleveland Golf Collegiate My Custom Wedge 588,201609,0,2,0
adidas Brazuca 2017 Official Match Ball,201609,0,0.62,0
Nike Men's Fingertrap Max Training Shoe,201609,0,0.47,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201609,0,0.69,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201609,0,0.38,0
Ogio Race Golf Shoes,201609,0,1.42,0
insta-bed Neverflat Air Mattress,201609,0,2.28,0
GolfBuddy VT3 GPS Watch,201609,0,1.18,0
Merrell Women's Grassbow Sport Waterproof Hik,201609,0,1.3,0
Titleist Small Wheeled Travel Cover,201609,0,0.65,0
Polar Loop Activity Tracker,201609,0,1.75,0
Pelican Maverick 100X Kayak,201609,0,1.99,0
Garmin Approach S4 Golf GPS Watch,201609,0,0.99,0
Total Gym 1400,201609,0,1.27,0
Garmin Forerunner 910XT GPS Watch,201609,0,1.47,0
Titleist Club Glove Travel Cover,201609,0,0.76,0
GoPro HERO3+ Black Edition Camera,201609,0,1.39,0
Diamondback Boys' Insight 24 Performance Hybr,201609,0,2.05,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201609,0,1.68,0
Stiga Master Series ST3100 Competition Indoor,201609,0,1.13,0
SOLE E35 Elliptical,201609,26,2.17,56.45
Bushnell Pro X7 Jolt Slope Rangefinder,201609,27,0.8,21.63
SOLE E25 Elliptical,201609,38,2.12,80.38
Bowflex SelectTech 1090 Dumbbells,201609,26,1.78,46.34
Perfect Fitness Perfect Rip Deck,201608,931,1.87,1738.3
Nike Men's Dri-FIT Victory Golf Polo,201608,103,0.52,53.52
O'Brien Men's Neoprene Life Vest,201608,528,0.36,192.6
Nike Men's Free 5.0+ Running Shoe,201608,3,0.35,1.04
Under Armour Girls' Toddler Spine Surge Runni,201608,139,1.37,190.92
Nike Men's CJ Elite 2 TD Football Cleat,201608,261,0.78,203.36
Field & Stream Sportsman 16 Gun Fire Safe,201608,120,1.37,163.9
Pelican Sunstream 100 Kayak,201608,78,2.26,176.01
Diamondback Women's Serene Classic Comfort Bi,201608,56,0.24,13.42
ENO Atlas Hammock Straps,201608,1,2.3,2.3
Nike Men's Comfort 2 Slide,201608,0,1.66,0
adidas Youth Germany Black/Red Away Match Soc,201608,6,1.77,10.61
Team Golf St. Louis Cardinals Putter Grip,201608,5,0.44,2.22
LIJA Women's Eyelet Sleeveless Golf Polo,201608,2,1.4,2.81
adidas Men's F10 Messi TRX FG Soccer Cleat,201608,4,0.23,0.91
Glove It Women's Imperial Golf Glove,201608,0,0.47,0
Glove It Imperial Golf Towel,201608,20,1.94,38.74
Bridgestone e6 Straight Distance NFL Carolina,201608,1,0.22,0.22
Glove It Women's Mod Oval 3-Zip Carry All Gol,201608,0,0.96,0
Columbia Men's PFG Anchor Tough T-Shirt,201608,8,1.05,8.44
Under Armour Women's Ignite Slide,201608,17,1.17,19.93
Team Golf Tennessee Volunteers Putter Grip,201608,3,1.35,4.04
Titleist Pro V1x High Numbers Personalized Go,201608,0,1.36,0
Nike Men's Deutschland Weltmeister Winners Bl,201608,25,1.12,28.11
Bridgestone e6 Straight Distance NFL San Dieg,201608,5,1.5,7.52
Nike Women's Tempo Shorts,201608,1,0.91,0.91
Team Golf Texas Longhorns Putter Grip,201608,0,1.68,0
Hirzl Women's Soffft Flex Golf Glove,201608,8,1.81,14.52
Clicgear 8.0 Shoe Brush,201608,20,1.24,24.85
Hirzl Women's Hybrid Golf Glove,201608,2,2.27,4.53
